Review Date,Reviewer,Review Rating,Review Title,Review Text,Brand
2020-06-24,huda abukhatroo,1,Worst service ever,"Worst service ever . First time a year ago, I ordered, they lost the parcel, customer service are huge liars , they would never tell the truth only keep lying to you so you’d shut up and wait for your shipment with no use. Then I make the mistake of ordering again this year and I have a similar problem . No email to confirm delivery or tracking number nothing then I called the customer service and she sends me an unofficial email , basically her typing it and then I wait nothing literary nothing after three weeks they inform me there is no parcel with my tracking number then I cancel and wait for the long process of getting my money . Call and call again only to be humiliated by the complaining department . Now after 3 weeks they tell me contact the bank you’re not our problem . How rude and irresponsible.  They should close down the app and fire everyone . Don’t buy waste of money and time . Buy  from the store where you can actually get the merchandise and get refunded when you need it .",GAP
2020-06-24,Marc,1,I wish I had read the reviews before…,"I wish I had read the reviews before purchasing.  I bought 6 items online and had shipped to a friend, as a welcome to their baby.   I paid for expedited shipping.   It's 2 weeks late, still not anywhere in site and I've been on hold on the phone for 1 hour 45 minutes.   Totally unacceptable.",GAP
2020-06-24,Noname,1,the worst customer services,"the worst customer services. on hold two, three hours. never respond to emails. still waiting for my refund, been over 2 months. I do not understand why the wait? they ignore your emails? ignore your calls?",GAP
2020-06-23,Kim,1,terrible customer service,terrible customer service.  Waited on hold for hours.  3-4 zero resolution.  Cannot believe this company is treating their customers this way! I  just wanted to change a shipping address.,GAP
2020-06-23,Marie S,1,BEWARE Gap has changed!!!,BEWARE Gap has changed!!!I used to be a regular online customer. Now I am having a very negative experience. I returned three items a month ago. Not only I didn’t receive my money back but nobody answered dozens of calls an emails inquiring about my refund. In the meantime I had bought something back from them ( a different size) and no problem I received it pretty fast. My conclusion: Gap became an UNRELIABLE company. They are not up to the service they promised ( easy exchange and return) and customer  service doesn’t exist.,GAP
2020-06-23,Kathleen Beckovich,1,A terrible customer service experience,"I ordered some items online from the Gap. When I received my order, I didn't receive 1 pair of little boy's shorts, but I did receive a pair of L white women's lace underpants.Because I couldn't find options on line to explain my return, I decided to return these items to the store, but it is not open yet and when I phoned them I was told that they have no idea when it will. -I called customer service and received a message that they had too many calls and to call back. I called back unsuccessfully. -I tried to ""Chat"" on the website and received the same message.-Later in the evening, I called back and was on hold for over an hour. I didn't get through because customer service closed.    This is the worst customer service that I have experienced in a very long time.",GAP
2020-06-17,Oliver Closeoff,1,Don't let the ONE STAR fool you...,"Damn....too bad this doesn't allow one to select ZERO stars.  If you're looking for something to lighten your day or make you laugh...go to their ""Customer Service"" page.............now while their ""Customer Service"" is A joke, it's not THE joke, the joke is when you land on their Customer Service page, right under their Customer Service banner is a section titled ""Top Customer Questions"", choose the ""Can I change or cancel my order?"" question... RIMSHOT!  There's your joke of the day!  The first three words...""Contact us immediately"".  I understand there's a pandemic going on and that they are busier than normal, but waiting on a phone for over 180 minutes without reaching a live agent, no expected wait time or even an option to leave a voicemail is completely unacceptable!  Fix your ""Customer Service"" GAP/OLD NAVY.",GAP
2020-06-16,Meghan Berther,1,Awful Customer Service,"Gap has the worst customer service I’ve ever experienced. In fact, it’s so bad I can’t even get ahold of the customer service that’s how bad it is. The phone line is extremely convoluted and impossible to figure which option to choose to get through to who you need. The online chat option is a joke and you can’t even get through. There customer service email is impossible to find it’s not on there website. I found it on their Instagram. On top of the terrible customer service, I bought a pair of jeans for $40 and when I received them the tag had an orange sticker that said $29.99. I went to return them and another item I purchased and the online return center said I couldn’t return either of them neither my shipping emails nor the website says they are nonrefundable or final sale.",GAP
2020-06-15,Patricia Sostizzo,1,I made a return on May 1st and May 5th…,"I made a return on May 1st and May 5th the warehouse received my return. Since then I have been waiting for the value of $ 93.77 to be returned on my card and nothing happens. Already send several emails, I called and no one returns or answers the calls. It is a complete disregard for the consumer. Waiting for this to be resolved to cancel my account and card with GAP.",GAP
2020-06-14,Ed,3,"Lacks Premium Selection, Meh Basics, Should Just Focus Making Fashionable Workwear","Seems like people have terrible experience. Let's see when my latest order arrives. Personally, I never had any shipping problems until now. I paid for 2 day shipping and it's been almost 2 weeks! Unacceptable! But I guess it's not their fault, it's the courier company's fault.I love their selvedge line (the 100% cotton ones), I just hope they offer more cuts, colors, and even heavier weights on their denim. The rest of their selection are meh, you can get much better and even cheaper basics on other brands. Personally, I think gap should just focus on making casual workwear inspired clothes. Maybe some 5 pocket/chino style duck canvas pants, field jackets, anything selvedge, there is a gap in that area bec no company as large as GAP (as far as I know) offers those. Actual workwear brands have cuts for actual work and it just looks bad wearing casually so I doubt Gap will compete with them for some time.I would love to have access to 100% cotton heavyweight duck canvas apparel, heavy selvedge denim and everything heavy without having to resort ordering from abroad or online on small stores.",GAP
2020-06-14,Tonya Bridges,1,I purchased items from Gap on May 20,I purchased items from Gap on May 20. Now I'm getting an email stating it was delivered on the same date I placed the order. So I tried contacting customer service with no response. They have you on hold forever. So now my only option is to get the charge reverse thru my bank. Horrible Company. I will never buy from them again,GAP
2020-06-14,Mandy Robinson,2,Quality of clothing is going down hill…,"Quality of clothing is going down hill short of denim.  Used to buy because items were better made, just didn’t happen with my last few orders.",GAP
2020-06-13,Leena,1,Horrible customer service,Horrible customer service! Don’t buy online from them. My package got lost in transit. It ever got delivered. No information when I track. I have been trying to reach a customer service but have not been able to reach even after hours on hold. Disgusting! Will never buy from them.,GAP
2020-06-13,mkim,1,What a disaster of a company!,"What a disaster of a company. Horrible customer service and no value for customers. Ordered my items that went to a previous address from 10 years ago because their website has a quick-ship feature that automatically chooses the first ever address entered if you don't manually change through your account setting without being able to review. Immediately placed a call where I was put on hold for three hours. I was told they would put in a ""request to cancel"" as they are unable to actually cancel or change a shipping address even seconds after submission. Tried to chat the following day. That was an even worse experience. Agent kept giving excuses and blaming policy. She stated that there was nothing that could be done until after the package was delivered. I guess the people who live there now have some new Gap clothes... Never purchasing from the Gap or any other affiliate again.",GAP
2020-06-12,margo ,1,don't order online,After waiting a month my order was delivered to a wrong address. Now it's been more than a month that I'm trying to get my refund. They never respond to emails and put you on hold for hours when you try to call. Unacceptable customer service.,GAP
2020-06-10,GSB 144,1,I'm afraid to order after all these…,"I'm afraid to order after all these poor reviews. For someone to order, you must have atleast 70% excellent reviews. You have 19%I was about to order, and I thought, I'll just wait until I can get there myself. I prefer the old fashioned way of going to the store. But sadly the 90's were a good time when there were great clothes and good quality and in ytour local high street!I have a funny feeling with the economi climate- GAP WILL BE CLOSED WITHIN 6 MONTHS PERMANENTLY!Their staff seem terrible.WTH IS GOING ON??? IN APPROPRIATE LANGUAGE, UR KIDDING ME RIGHT?",GAP
2020-06-10,Potato ,1,Longest hold time ever.,Terrible customer service. I have been on the phone for over an hour. I will not be shopping with gap again. I would give the no stars if I could.,GAP
2020-06-09,SueD,1,Gap just lost a 20 year+ loyal…,"Gap just lost a 20 year plus loyal customer.  No excuse for having to wait on the phone with customer service over an hour, no excuse for taking months to get a refund, and absolutely no excuse posting items on website and then cancelling them via email two weeks later because they are 'out of stock'.  COVID doesn't seem to be affecting all of the other dependable retailers out there.  Bye bye Gap, I'm done.",GAP
2020-06-09,Michael N,1,Waiting since 50 days for my refund!,"Waiting since 50 days for my refund. The tracking says my return is processed by an agent ...what the hell, for months? There is basically no way to contact them, either. So choose well if you order with them. Or better go somewhere else.",GAP
2020-06-07,P.E. Sachs,1,Unforgettably Bad Customer Service,"I've spent weeks trying to get a refund for two items I returned. Tracking showed that they arrived at the GAP warehouse a full month ago. So they've got their merchandise back and they also still have $92.00 that's mine. What's wrong here?You can sit there on your phone waiting for hours, but no human ever responds at the customer service number. Only Tiffany, the irritating Robo girl with the mid-Atlantic accent, is there to reassure the deluded that GAP values you, the customer. GAP, you're moribund retail, and it's a shame that you're bankrupt. But don't you want to leave the retail arena on a positive note, instead of hearing a cacophony of pissed off customers? I've emailed you. I'm waiting...waiting..waiting for a response. I want a refund.",GAP
2020-06-07,N,1,Steer clear of online shopping with gap…,"Steer clear of online shopping with gap ... I purchased shorts and threw in some socks to get free shipping. Half a week later I get an email advising shorts and not in stock, now I am getting overpriced socks I never wanted in the first place. I called to cancel my order, was in the ""queue"" for an hour and seven minutes and I finally surrendered and hung up.",GAP
2020-06-01,Dana Michele Wilkie,1,We have more than $200 in coupons that…,"We have more than $200 in coupons that Gap has promised we can use, despite the COVID pandemic, for online purchases. However, applying those coupons toward online purchases is proving next to impossible. So we tried an online chat with a Gap representative. No one appeared on the chat. Next, we tried phoning the Gap customer service line. It rang perhaps 12 times, and then an announcement came on saying that ""no one"" was available to answer our call. There are many companies during this pandemic -- Amazon, McDonald's, Starbucks, to name a few -- that have found creative ways to continue to serve their customers. Gap doesn't appear to be one of them.",GAP
2020-05-30,Melissa Gencarelli,1,I have literally been on hold presently…,"I have literally been on hold presently for 1 hour 38 minutes and 44 seconds to be precise and yet no one has answered my call and not sure if they will.  I am trying to find out why a return they received from me on May 3rd has still NOT be refunded to my Amex.  In addition, I am trying to cancel 1 item from a May 15th order because it won't ship until June 11th (supposedly, but who really knows?).  This is by far the absolute worse customer service imaginable.  You cannot reach anyone and there is no one available to help address problems that Gap has itself created.  I understand that there is Covid 19 pandemic but why can't they hire enough customer service phone reps. to answer phones from remote locations, home, etc.?  I will definitely not be placing any more orders with this company until the Covid-19 pandemic subsides because they are literally impossible to deal with.  Horrible, horrible customer experience and zero customer service.",GAP
2020-05-30,Ms Rosa Wang,1,Inaccessible customer services,"Since Covid19, their customer service is so broken that it’s reli not accessible in any way and no one is responding any call or email or online chat. Not to mention the shipping is super slow (much much slower than other similar brands) and the items arrived are totally different from what’s in the order! I ordered two GAP women clothes but received two Old Navy children clothes. They are truly broken....",GAP
2020-05-29,Anne G,3,I ordered some basics from the website…,"I ordered some basics from the website with a delivery window of about a week. The items did arrive on time, which is nice considering the circumstances these days, however one item was not included in the shipment. I contacted customer support but was given run around for quite some time before getting to someone with the ability to actually look at my order and figure out what happened. Though in the end, I did get the missing item delivered it took nearly 2 weeks and quite a bit of headache for something I could have easily purchased anywhere (and for a bit less, too).",GAP
2020-05-28,Rado,1,Orders take forever to ship and are missing some items!,"Placed an order about three weeks ago, when I finally received it, it was missing several items. Tried contacting customer service and couldn't reach anyone. You stay on hold forever and chat is always busy ... It is just insane. I love there clothes, they are amazing. But my baby is growing fast and the clothes I bought hardly fit by the time they arrive.Not buying from here again.",GAP
2020-05-26,Tricia Templonuevo,1,Very similar situation as previous…,"Very similar situation as previous posts.  Received an email stating order hasn't shipped yet, it has been over 3 weeks.  Have been sitting on hold for an hour now, still waiting to speak with anyone in customer service. Chat isn't available, email isn't available.  I would think those options would be a lot  quicker to work through than only accepting phone calls. I do not have high hopes that this will get resolved.",GAP
2020-05-20,Mary,1,"Hold time, over 40 minutes","Worst experience ever. I have never shopped with them before and this is the first and definitely the last time I order from them. I placed an order on 4/27/2020 and I called the next day to cancel it mind you I had to wait about 45 minutes to actually speak to someone. I was thinking my order was canceled but no, I waited that long time just to surprisingly get charged for my items 3 weeks later. Yesterday (05/19/2020) I received an email that part of the order was delivered. How is it possible that they were not able to cancel it because it was already processed but yet it took nearly a month to fulfill my order? I called today (waited over an hour) to try and get a refund just so the representative to say there’s nothing she can do. Then one of the items that was missing said it’s being processed even though the rep told me it shows cancelled on her end but with this horrible experience I’m pretty sure I’m going to end up getting charged for the item as well and it’s going to be shipped out. Don’t even waste your time trying to call because you’ll just end up holding for no reason.",GAP
2020-05-16,Yaroslav Vladimirovich,1,The chat agents are all busy,"The chat agents are all busy, and it takes forever to get a hold of someone by phone, so leaving it here:I placed the order #TW9HG14 on May 13 around 7:30am, realized that the shipping address was wrong, called the customer service right away at ~8am, waited for about an hour on the line, eventually was told that it was not possible to change the shipping address, so the customer service agent just promised that she would cancel the whole order. Now I'm checking the order status, and it says that everything has been already shipped. I do not have a way to get the package from that address. Why was the order not cancelled?",GAP
2020-05-14,Tara Dodge Crawford,1,Poor customer service i received email…,Poor customer service i received email the day before my item was supposed to arrive that in fact was not going to.,GAP
2020-05-14,Rita Galeas,4,I have been buying clothes from Gap…,"I have been buying clothes from Gap since 2000 and I was always satisfied with the quality and service. But I would like to why they are changing the quality now, I bought a pants and i put to wash and all the color came outs read the instructions and i did what i read but unfortunately get mess up so i have to put it away.",GAP
2020-05-08,S,1,I still haven’t received my package I…,I still haven’t received my package I made over an month and half ago. I understand these are crazy times. I have emailed/ waited on hold for many times over 1 1/2 hours for them to hang up. I spent a good amount of money and still haven’t gotten anything. Super disappointed with gap— this is what I know being a longtime Costumer. Just don’t order now  and hopefully I will get a response from a manager soon. This is really just terrible.,GAP
2020-05-07,Judy Connors,1,Will be we order again!,"Will be we order again, they have lost a long time customer. Their customer service is the worst, they are rude and unhelpful.  The last call she pretended she couldn't hear me and hung up!  That was after I had been on hold for over 11/2 hours!  One order is MIA and the 2nd shipped to a bad address that I tried to fix within 5 minutes of placing my order.  6 days later it shipped and will go to a closed company.  This is ridiculous",GAP
2020-05-07,Emily Schma,1,Not A Trustworthy Company,Really disappointed in this company. My package still has yet to arrive and it’s been weeks. It was on route weeks ago and was damaged so on my tracking page it said it was sent back to sender then it never got to me. I never received it. I called the company multiple times waited hours and then got hung up on. No response from customer service but the money had been taken out of my account and I never received what I paid for. Really disappointed in this companies reliability and customer service. Don’t order from here you most likely will never receive what you pay for.,GAP
2020-05-05,T A,1,DO NOT SHOP AT GAP,"DO NOT SHOP AT GAP. They received my return 40 days ago and not crediting visa.Returned all 7 shirts in original package as they were not as ordered; large was huge & sloppy, more like XXL. 40 days later they now finally emailed to say wait another 60+ days for a return of less than i paid. More than 3 months to get your money back, if they actually do credit you. EXTREME LOW QUALITY PRODUCTS & NO SERVICE.",GAP
2020-04-08,TRACEY,1,have been working for gap Castleford…,have been working for gap Castleford based at Asda  based at South Elmsall distribution centre since September last year. have basically been sacked for adhering to government guide lines in respect of self isolating.  within minutes of self isolating got an e-mail of my letter of dismissal..Casey I will be taking this further for unfair dismissal.,GAP
2020-03-15,Megan Ferry,1,Returns,"I wanted to return an item with valid tags and receipt at another Gap store than where I had made the purchase. I asked the woman at the counter to help and she immediately refused. Because unless I buy something from their store, it was impossible to return the item. I am beyond amazed at how are they surviving?",GAP
2020-03-13,Caleb Finery,1,Disappointing!,I tried the Gap Worcester and was severely disappointed with the staff's behavior. They were busy trying to close down at 7:30 PM instead of actually helping customers to buy more. At the cash register I had to repeatedly tell the manager to put in the discounts. Why display the discount signs if you don't want to give them?,GAP
2020-03-05,Terese Anderson,1,I recently ordered two pairs of little…,"I recently ordered two pairs of little boys shoes for a birthday present and selected a 2-3 day shipping option that was available online to receive them in time. I then received the email confirmation but early the next morning received another email stating that my order had to be canceled d/t the merchandise not being available. Upon receiving this, I responded and asked why, and finally through several more emails found out they were available but the store was not able to express ship(2-3 day shipping). This is why the canceled my order. If the shipping is not available, why on earth are they offering it at all! What a joke! Now I still have a pending charge that hasn’t been canceled after 4 days and still need to find gifts for them. They’re only attempt to correct their mistake is to offer a 15% discount on a future order. It’s too late now for that...This is horrible customer service! What a waste of my time! I will never shop there again!",GAP
2020-03-03,WilliamG,4,Winter jacket,I have been buying clothes from Gap since 2007 and I was always satisfied with the quality and service. But in December 2019 I bought a winter jacket Small size and it was waay too big. Had to sell it.,GAP
2020-02-15,Pamela Barry,5,Ms Pam Writes:,Hello! Customers I was pleased to help u find what u need at the Gap store here at the silversands outlet mall on the Emerald coast of hwy 98. It was a blast working for that company for eight months.. That was my best job I had I didn’t know while to be a cashier but I did it I was scared but I learned how...,GAP
2020-02-05,jenifer nea,4,Good quality and quick delivery,,GAP
2020-02-03,Jenna G,4,Ordered 3 shirts and they were great,Ordered 3 shirts and they were great. Overall very happy.,GAP
2020-01-29,Christol,1,Terrible customer service,"I placed an order in the Black Friday sale for delivery to my local store. When the order didn’t arrive I contacted Gap, who told me the system showed it had been delivered to the store. I contacted the store who informed me that the order was still on its way. After contacting Gap a few more times, I was finally told that there had been a problem, and my order would not be delivered. After expressing my dissatisfaction, I was offered a discount code, however although I  chased this, the code never arrived. Such disappointing service from a store I previously really liked. I don’t plan on shopping here again.",GAP
2020-01-13,Willie,4,Will buy again!,"Everything went ok, product quality, times of delivery. Will buy again!",GAP
2020-01-01,Nish,4,Quick delivery and good price. Better description needed,"Ordered my item online during Christmas and they were very prompt to deliver. Excellent value for money, sale prices were good and you get extra discounts if you download their app. Downfall, the item description didn’t match what I received in regards to the colour. The description was the jumper is light blue. On receiving the item, the jumper was light blue, with strands of pink!",GAP
2019-12-13,bikramjit singh,1,Avoid these people like the plague,Avoid these people like the plague. This joke of a company does not even accept their own gift cards for online shopping! I would never buy anything from Gap as it is mostly overpriced rubbish but as my daughter was given a gift card by a relative I tried to order online and these jokers don't even accept their own gift cards online.,GAP
2019-12-09,Nicky Austin,5,Absolute saints compared to some online…,"Absolute saints compared to some online retailers I have had to deal with this Christmas! My order came on time and I realised I had ordered the wrong size for one of my items, called GAP customer service at 21:30 on a Friday night and they immediately sent out a bigger size that arrived the next day! I have been ordering online from Gap for years and can not fault them. Also the quality of their clothes is superior to the likes of  Next who clothes are wash once then throw away the quality is so poor",GAP
2019-12-06,m.e. deSilva,1,Whats Happened to Gap!?,"Oh my goodness! What has happened to Gap!! I wish I'd read the reviews before ordering online! First, it would not accept my ordinary address. So, thankfully, in retrospect, I sent it to nearest store.. 3 days late & I fear the worst! I rang customer service number and Call Failed. I looked for order and 'it does not match our records'...I tried Online Chat and no send button, but a note telling me my name is wrong! I rang store and they know nothing!! Never again....................",GAP
2019-11-25,Emmy Caporale,1,Worst online shopping website,"I have been a Silver Gap card member for over 20 years. I will never, ever shop with them again. This is the 21st century yet you are not able to change the ship to address if it accidentally shipped to the address you last used. A mere seconds after I placed the online order, I realized it was shipping to my sister's apt. I called customer service immediately but they told me they could not change the address!! I said are you kidding? this is beyond ridiculous. They said they could only cancel the order and then I would have to reorder everything. I said absolutely not. Then they had the audacity to tell me that one item could not be canceled; remember, this is a mere minute after I clicked place order. So now, one of my christmas gifts is shipping to my sister's apartment. I told them I would never shop with again and that I would cancel my credit card. They thought that sending me a 20% off coupon would mitigate the damages. What company in this day and age is unable to alter a shipping address from their end a mere minute after the order was placed????",GAP
2019-11-24,Martin Young,1,poor returns policy.,My daughter had got some clothing for her birthday but didn’t fit. We do not stay 1hour from a gap so had to plan it to go. Unfortunately the staff said they couldn’t return items as they come from a gap outlet which is an additional hours drive again. Apparently it’s a total different company all together. 🤔🤔🤔 smelt jobby when member of staff was trying to convince me.Hope this helps save anybody else waist time and valuable money at this time of year. We will probably have to ebay them now. Poor returns policy.,GAP
2019-11-23,Sanjit Metha,4,Good stuff,"Good stuff, frieldly staff",GAP
2019-11-12,Robert Shek,1,After sales quality does not reflect a company of this size,Had a bad experience with one of their products. Tried complaining through phone and email. Failed to reply after 3 weeks. Really disappointed as I have never had any problems with the company. They don’t seem to care. Not even got the courtesy to acknowledge your email. Seems to be the reason the company is getting smaller in the UK,GAP
2019-11-09,Stranger,1,Full of rubbish Gap,Full of rubbish Gap. I ordered some goods from Gap in September they took money out from my account then they put money back. Now after three  months they are writing that money will come out from my account within 2-5 working days. They never asked me  if it's okay with me or if I have money now. As a good gesture they offer me 20% off for my next shopping stating that this offer it's very good 😄. Gap you can keep your 20% I don't need that.,GAP
2019-11-09,Husain Mamedov,5,I do not understand bad reviews here,"I do not understand bad reviews here, are people really dissapointed with all that or what is really happening there ? Cause I am loosing everything out there possible. I do not want to get it done. This GAP is good american brand no matter what, get damn real.",GAP
2019-10-26,Chelsea Morgan,2,Supposed to receive order within 5 business days it has now been 8!,It’s been 8 days since I placed a £120 order which I have not yet received and keep getting told it will be shipped by the end of the day which it hasn’t. Very disappointed I’ve recently received a email telling me my order could take a additional 30 days to arrive and have not been given a reason as to why. My first and last order with gap. Defiantly would not recommend there online delivery service totally un reliable.,GAP
2019-10-01,Steff Shipley,1,Wish I had read reviews on here first,"Wish I had read reviews on here first, I have always bought clothes for my children from GAP, however our local store closed down so decided to place an online order.I've had to send half of the items back which I did on 21/09/19, they received the 2 parcels back on 26/09/19. I have not heard anything since, so have just called them to be told that it can take up to 3 weeks for the return to be processed!!!! They have no way of checking when the return is likely to be processed & 'do not have a phone number' to even ring the warehouse to see where the return is. So in total the whole return process can take a month!!I love GAP clothes for my kids, but WILL NOT be purchasing anymore items online.. there are companies in the UK a lot bigger than them that can process returns a lot quicker & will chase it up on your behalf. Ridiculous returns process!!!!!!!",GAP
2019-09-01,tutipaloma,5,There is a Gap in Kensington High…,There is a Gap in Kensington High Street and a lady call Mila she is fantastic very happy to help and advice to you about everything in that shop.I adored GAP beautiful clothes and high quality and the prices always perfect.  Thank you to have staff like Mila.,GAP
2019-08-22,S Seb,1,Disgraceful customer service,Disgraceful customer service. This company doesn’t deserve one star.,GAP
2019-08-18,Julius Inta,5,Gap clothes are awesome,The clothes in GAP are good i bought a a hoodie and a london t shirt and theire still in perfect condition,GAP
2019-08-16,Cheryl,1,16 days and still no refund,16 days for a return confirmation and still no refund.Cant believe its taken this long for Gap to even send me a confirmation that my item was returned and I am still waiting for my money back.Makes buying online completely pointless!,GAP
2019-08-01,Irene,1,Terrible Customer Service,I had the worst return experience with Gap customer service. It took over 2 months of back and forth to finally receive my refund and even then they blamed me for them not receiving my item. I don’t normally leave reviews but I have never had such bad customer service experience before. I guess I can’t be surprised considering who the CEO of the company is. First and last time shopping here.,GAP
2019-07-14,M Farshchi,5,Excellent service and return policy.,,GAP
2019-07-04,Andrew Oneill,5,Fantastic service great online store .,Absolutely great service . Arrived quickly very well packed and everything as advertised. Also some great offers by e-mail from gap .,GAP
2019-06-24,Janet K,5,Never could fault Gap,Never could fault Gap! Amazing!,GAP
2019-06-20,Kirsten Littlewood,5,Love them.,"Never had a problem either Instore or online. I grew up in North America where Gap was staple for school clothes and the quality held up — I’ve been buying their clothes for a good 30 years now. If you have an issue (I’ve had a couple of delayed returns), they get back to you within roughly 24 hours, and quite frankly, as far as customer service goes, that’s pretty great. I do wish we could get Old Navy in the UK, but at least I have the Gap, I guess!",GAP
2019-06-13,HK,1,Avoid buying at Gap. I have been conned by them. It could be you next.,"I can see that over 70% of the reviews are bad on Truspilot. This is not surprising as Gap have no respect for there loyal customers either. I have been buying Gap cloths for over 25 years now and recently bought three pairs of Pyjamas worth £44. Unfortunately due to defective materials the garments  have shrunk despite following correct washing instructions. When I wrote an email to there CEO Mr. Peck firstly he does NOT believe in replying to customers directly, as he feels customers are not that important. This is a guy who is paid millions of dollars in salaries and bonus yet takes customers for granted. Eventually I got a reply from a disrespectful member of team who was only blowing Gaps trumpet in how good they are and asked me to take the clothes to a Gap store. Even though I had bought the garments online and supplied pictures which don’t lie I was basically told to get lost in the usual Gap language. I use to spend over £1000 per annum but for sake of £44 these amateurish organisations behaved in an abhorrent way despite supplying proof with pictures. I would never buy from these cowboys again. Beware as they DO NOT appreciate loyalty and should you experience any faults with your garments they will tell you to go for a ride. Avoid buying from them is the only way to hurt these cowboys in taking customers for a ride in this abhorrent way.",GAP
2019-06-12,Miss Lindsay ,1,You cannot use gift cards online and…,You cannot use gift cards online and they have a short expiry.,GAP
2019-06-12,Denise,5,Great clothes & super fast delivery,,GAP
2019-05-19,Michelle Gill,5,Great quality and good prices.,,GAP
2019-05-10,Joyce Fuller,5,great company,great company. Always buy clothes for my son from here,GAP
2019-05-01,sweetlover69,4,Good experience,I ordered 4 different items in the site and and received them on time. The quality is good and the service was nice. The only problem is that you can't use gift cards online for some reason. But overall it was a good experience!,GAP
2019-04-20,Rhoda ,2,poor skinny jeans,I really do not like designer skinny jeans yes it’s expensive and yes it lasts long but it doesn’t come out nice they claim that the jeans are skinny but how can it be skinny at the thighs but when it gets to around my ankle area it’s all flailing and loose it really brings down the whole look of an outfit and I understand that other brands like Tommy Hilfiger are the same but it’s very disappointing hopefully they can improve this. However the customer service is on point and all the workers are very helpful and nice. I also hope they can explore a wider range of ages and maybe look at doing market research or maybe go on Pinterest and look at outfits that are  ‘trendy’ for teens nowadays because as a teen myself I definitely know that we do like designer ‘trendy’ wear.,GAP
2019-04-15,Linda,1,Ridiculous policy,"Gap forgot to give me a 30% discount. I took the jeans back with receipt, rather than put the difference back onto the card they expected me to buy the jeans again at £45 and wait for a refund. I am a loyal customer. I immediately kept my jeans with no discount and informed the assistant that I would not return to the store. The assistant was NOT rude. My complaint has nothing to do with rudeness. I will never shop there again!",GAP
2019-04-10,DB,1,Waiting for a refund,"I think 15 business days for a return is ridiculous. My parcel as been sat in their warehouse for over a week and no refund process as even started yet.On another issue., I’ve been in contact regarding a discount that they promised. They can’t even honour that.",GAP
2019-03-29,Casey M Cook,2,polite and friendly service just a very…,polite and friendly service just a very very bad selection for boy clothes like most shops boys selection is very poor compared to the girls selection but the boy clothes section just keeps getting smaller within gap which is very upsetings it would be.nice to go in to this shop and actually be able to choose some decent clothes for a boy why does Gap seem to think boys don't need clothes? upsetting because the boys have they do have some of it is very nice like there t-shirts and cardigans very disappointing with in store,GAP
2019-02-22,Terri Weber,1,Honestly I’ve been waiting since about…unloyal,"Honestly I’ve been waiting since about Christmas time to use my Gapcash which just came up eligible to use. However, being totally clever on their part but absolutely disloyal to a customer that tends to buy a lot of their product, they knock the prices down to $49 dollars. The deal is spend $50 get $20 off. I get a better deal just waiting until you have a 40% off offer. Thanks for nothing!",GAP
2019-02-17,AJ,1,Will never shop at gap ever again,"Place one order they sent me the wrong size so I returned it. A month later I’m still waiting for a refund! I must have rung gap up to 8 tones over the period of a month to get this sorted. In the meantime I was given a discount an had to reorder again even though I’d had no refund for the first order. I thought it was a joke when my second order arrived again in the wrong size. So I sent it back and for some reason it was refunded in a week. I had to then reorder another colour just to get a hoody in the right size but eventually after much messing around fone calls to customer services an trips to the post office to return I was happy I’d finally got the hoody in the right size. I spent the next two weeks chasing the refund for my first order I told customer services I was not happy with all the messing about and I think they should compensate me, she said she would email me some vouchers but she never did. She said she was launching an inquiry in to the warehouse to locate my return an this may take a few days. After 2 days they email me saying they are refunding me but not at the price I paid but the discount price is been given on my second order!! For gods sake I’ve never know such incompetence ever, first time I’ve ordered on line an never again in fact never shopping at gap again. I call customers services to sort it all out again and went though having to explain the whole issue I’d been going through the advisor was rude and hung up on me so I had to call back again and again explain to another advisor called Debbie who within seconds clearly didn’t want to hear me moving about my longwinded story and refunded me for the first order at the price I paid. She couldn’t get me off the phone quick enough! Always speak to an American call centre and out of the 8 times I had to call all the advisors were trying to help me but two were rude patronising and the tone on their voice smarmy and sarcastic made me really annoyed. At last all of this hassle and I’ve been told I will get my refund but how long that will take I don’t know. I wish I’d have seen all these reviews before attempting to buy a jumper on line. Awful experience and I will never shop in gap online or in store again. A company this big really needs to get their act together. Stay away at all costs! They will be left with no customers at this rate!",GAP
2019-01-12,Patrick Hall,1,You can't use a gift card online!!!?,"You can't use a gift card online!!!?? And you can't order the size that you want of the product you want to store!! It's 2019! Due to it being a gift card, this will be the last time I ever shop at GAP.",GAP
2019-01-11,YING LI,1,Waiting for refund,"Waiting for refund I’m so agree with the reviews , if I knew before I made order , I wouldn’t order anything from gap . This is the worst customer service . Tried to call customer service so many time . All been told the line is closed . Could not through any time . Send back the order near 2 weeks , luckily have a postage receipt . Haven’t received any email confirmation about received and refund info . Still waiting refund money back to my account . This is my first time order online from Gap , was the worst experience . NEVER Ever do again . AVOID for every one .",GAP
2019-01-08,Charlie,1,Still waiting for refund 😡,Sent items back over 2 weeks ago and I’m still waiting for a refund and have been told I’ve got to wait just over another 2weeks. I don’t understand why it takes gap triple the amount of time to issue refunds compared to other companies. I definitely will never order from gap again and warn others before they do.,GAP
2019-01-05,JG,1,Very slow refund policy,Sadly I agree with lots of the reviews already posted here.  The refund process takes far too long. Itrms returned 3 weeks ago have yet to be refunded and a Gap email notifies me that it could take a further 1-2 months? Why? Other stores process refunds within days. Unacceptable and won't order online from Gap again.,GAP
